,Location,Facility Name,Facility Address,Operator Name,Operator Type,DSL-3,DSL-4,DSL-4-Dementia,LTC-Auxilary Hospital,LTC-Nursing Home
19,Cochrane,Bethany Cochrane,"302 Quigley Drive COCHRANE, Alberta T4C 1X9",Bethany Care Society,Voluntary,False,False,False,False,True
20,Red Deer,Bethany Collegeside (Red Deer),"99 College Circle RED DEER, Alberta, T4R0M3",Bethany Care Society,Voluntary,False,False,False,False,True
21,Didsbury,Bethany Didsbury,"1201 15 Avenue DIDSBURY, Alberta T0M 0W0",Bethany Care Society,Voluntary,False,True,True,False,False
22,Calgary,Bethany Harvest Hills,"19 Harvest Gold Manor NE CALGARY, Alberta T3K 4Y1",Bethany Care Society,Voluntary,False,False,False,False,True
23,Camrose,Bethany Meadows (DSL),"4209 55 Street CAMROSE, Alberta T4V 1Y6",The Bethany Group,Voluntary,False,True,False,False,False
24,Camrose,Bethany Meadows (LTC),"4209 55 Street CAMROSE, Alberta T4V 1Y6",The Bethany Group,Voluntary,False,False,False,True,False
25,Sylvan Lake,Bethany Sylvan Lake (DSL),"4700 47 Avenue SYLVAN LAKE, Alberta T4S 2M3",Bethany Care Society,Voluntary,False,True,False,False,False
26,Sylvan Lake,Bethany Sylvan Lake (LTC),"4700 47 Avenue SYLVAN LAKE, Alberta T4S 2M3",Bethany Care Society,Voluntary,False,False,False,False,True
27,Calgary,Beverly Centre Glenmore,"1729 90 Avenue SW CALGARY, Alberta T2V 4S1",Age Care Investments Ltd [AgeCare Ltd.],Private,False,False,False,False,True
28,Calgary,Beverly Centre Lake Midnapore,"500 Midpark Way SE CALGARY, Alberta T2X 3S3",Age Care Investments Ltd [AgeCare Ltd.],Private,False,False,False,False,True
29,Oyen,Big Country Hospital,312 3 Avenue East OYEN Alberta T0J2J0,Alberta Health  Services,Alberta Health Services,False,False,False,True,False
30,Bonnyville,Bonnyville Healthcare Centre,"5001 Lakeshore Drive BONNYVILLE, Alberta T9N 2J7",Covenant Health,Voluntary,False,False,False,True,False
31,Calgary,Bow Crest Care Centre,"5927 Bowness Road, NW CALGARY, Alberta T3B 0C7",Revera Long Term Care Inc.,Private,False,False,False,False,True
32,Bow Island,Bow Island Health Centre,"938 Centre Street,   PO Bag 3990 BOW ISLAND, Alberta T0K 0G0",Alberta Health Services,Alberta Health Services,False,False,False,True,False
33,Breton,Breton Health Centre,"4919 49 Avenue BRETON, Alberta T0C 0P0",Alberta Health Services,Alberta Health Services,False,False,False,True,False
34,Brooks,Brooks Health Centre,"440 Third Street East (Bag 300, T1R 1B3) BROOKS, Alberta T1R 0X8",Alberta Health Services,Alberta Health Services,False,False,False,False,True
35,Canmore,Canmore General Hospital [Golden Eagle View LTC],"1100 Hospital Place CANMORE, Alberta T1W 1N2",Alberta Health Services,Alberta Health Services,False,False,False,True,False
36,Edmonton,CapitalCare Dickinsfield,"14225 94 Street NW EDMONTON, Alberta T5E 6C6",Capital Care Group Inc.,Alberta Health Services,False,False,False,True,True
37,Edmonton,CapitalCare Dickinsfield Duplexes [CapitalCare Adult Duplexes; Two Locations],"9943/47 178 Avenue NW & 9935/39 178 Avenue NW EDMONTON, Alberta T5X5X2",Capital Care Group Inc.,Alberta Health Services,True,False,False,False,False
38,Edmonton,CapitalCare Grandview,"6215 124 Street EDMONTON, Alberta T6H 3V1",Capital Care Group Inc.,Alberta Health Services,False,False,False,True,False
39,Edmonton,CapitalCare Laurier House Lynnwood [Laurier House Lynnwood],"16815 88 Avenue EDMONTON, Alberta T5R 5Y7",Capital Care Group Inc.,Alberta Health Services,False,True,False,False,False
40,Edmonton,CapitalCare Lynnwood,"8740 165 Street EDMONTON, Alberta, T5R2R8",Capital Care Group Inc.,Alberta Health Services,False,False,False,True,True
41,Edmonton,CapitalCare McConnell Place North [Mcconnell Place North],"9113 144 Avenue EDMONTON, Alberta T5E 6K2",Capital Care Group Inc.,Alberta Health Services,False,False,True,False,False
42,Edmonton,CapitalCare Mcconnell Place West [McConnell Place West],"8720 165 Street EDMONTON, Alberta T5R 5Y8",Capital Care Group Inc.,Alberta Health Services,False,False,True,False,False
43,Edmonton,CapitalCare Norwood,"10410 111 Avenue EDMONTON, Alberta T5G 3A2",Capital Care Group Inc.,Alberta Health Services,False,False,False,True,False
44,Sherwood Park,CapitalCare Strathcona (DSL),"12 Brower Drive SHERWOOD PARK, Alberta T8H 1V3",Capital Care Group Inc.,Alberta Health Services,False,True,False,False,False
45,Sherwood Park,CapitalCare Strathcona (LTC),"12 Brower Drive SHERWOOD PARK, Alberta T8H 1V3",Capital Care Group Inc.,Alberta Health Services,False,False,False,False,True
46,Cardston,Cardston Health Centre,"144 2 Street West PO Box 1440 CARDSTON, Alberta T0K 0K0",Alberta Health Services,Alberta Health Services,False,False,False,True,False
47,Calgary,Carewest Colonel Belcher (DSL),"1939 Veterans Way NW CALGARY, Alberta T3B 5Y8",Carewest,Alberta Health Services,False,True,False,False,False
48,Calgary,Carewest Colonel Belcher (LTC),"1939 Veterans Way NW CALGARY, Alberta T3B 5Y8",Carewest,Alberta Health Services,False,False,False,True,False
49,Calgary,Carewest Dr. Vernon Fanning Centre,"722 16th Avenue NE CALGARY, Alberta T2E6V7",Carewest,Alberta Health Services,False,False,False,True,False
50,Calgary,Carewest Garrison Green,"3108 Don Ethell Boulevard SW CALGARY, Alberta T3E 6Z5",Carewest,Alberta Health Services,False,False,False,False,True
51,Calgary,Carewest George Boyack,"1203 Centre Avenue NE CALGARY, Alberta T2E 0A5",Carewest,Alberta Health Services,False,False,False,False,True
52,Calgary,Carewest Nickle House,"950 Robert Road NE CALGARY, Alberta T2E 7T4",Carewest,Alberta Health Services,False,True,False,False,False
53,Calgary,Carewest Rouleau Manor,"2208 2 Street SW CALGARY, Alberta T2S 3C3",Carewest,Alberta Health Services,False,False,False,False,True
54,Calgary,Carewest Royal Park,"4222 Sarcee Road SW CALGARY, Alberta T3E 7J8",Carewest,Alberta Health Services,False,False,False,False,True
55,Calgary,Carewest Signal Pointe,"6363 Simcoe Road SW CALGARY, Alberta T3H 4M3",Carewest,Alberta Health Services,False,False,False,False,True
56,Spirit River,Central Peace Health Complex,"5010 45 Avenue SPIRIT RIVER, Alberta T0H 3G0",Alberta Health Services,Alberta Health Services,False,False,False,True,False
57,Onoway,Chateau Lac St. Anne,"5123 49 Avenue ONOWAY, Alberta T0E 1V0",Lac Ste. Anne Foundation,Private,True,False,False,False,False
58,Three Hills,Chateau Three Hills,"920 Main Street THREE HILLS, Alberta T0M 2A0",Continuum Health Care (Alberta) Ltd.,Private,True,False,False,False,False
59,Cardston,Chinook Lodge,"451 3 Street W Box 2730 CARDSTON, Alberta T0K 0K0",Chinook Foundation,Voluntary,True,False,False,False,False
60,Edmonton,Churchill Retirement Community (The),"10015 103 Avenue EDMONTON, Alberta T5J 0H1",HCN-Revera Lessee (The Churchill) GP Inc.,Private,False,True,True,False,False
61,St. Albert,Citadel Care Centre,"25 Erin Ridge Road ST. ALBERT, Alberta T8N 7K8",Citadel Care Corporation [Qualicare Corporation],Private,False,False,False,False,True
62,St. Albert,Citadel Mews West,"35 Erin Ridge Road ST. ALBERT, Alberta T8N 5S8",Citadel Mews West Ltd.,Private,False,True,False,False,False
63,Taber,Clearview Lodge,"4730 50 Avenue TABER, Alberta T1G 1N6",Taber & District Housing Foundation,Voluntary,True,False,False,False,False
64,Rocky Mountain House,Clearwater Centre (Rocky Mountain House) (DSL),"5615 60 St, Rocky Mountain House, Alberta T4T1W2",The Good Samaritan Society (A Lutheran Social Service Organization),Voluntary,True,True,True,False,False
65,Rocky Mountain House,Clearwater Centre (Rocky Mountain House) (LTC),"5615 60 St, Rocky Mountain House, Alberta T4T1W2",The Good Samaritan Society (A Lutheran Social Service Organization),Voluntary,False,False,False,False,True
66,Calgary,Clifton Manor,"4726 8 Avenue SE CALGARY, Alberta T2A 0A8",The Brenda Strafford Foundation,Private,False,False,False,False,True
67,Medicine Hat,Club Sierra at River Ridge (LTC),"4 River Ridge Drive NW MEDICINE HAT, Alberta T1A 8V1",Club Sierra Lifestyles At River Ridge Inc.,Private,False,False,False,False,True
68,Coaldale,Coaldale Health Centre,"2100 11 Street COALDALE, Alberta T1M 1L2",Alberta Health Services,Alberta Health Services,False,False,False,True,False
69,Cold Lake,Cold Lake Healthcare Centre,"314 25 Street COLD LAKE, Alberta T9M 1G6",Alberta Health  Services,Alberta Health Services,False,False,False,True,False
70,Lethbridge,Columbia House Lethbridge [Columbia Assisted Living],"785 Columbia Boulevard  West LETHBRIDGE, Alberta T1K 4T8",Age Care Health Services Inc. [Age Care Investments Ltd.],Voluntary,True,False,False,False,False
71,Consort,Consort Hospital And Care Centre,"5402 52 Avenue CONSORT, Alberta T0C 1B0",Alberta Health Services,Alberta Health Services,False,False,False,True,False
72,Spruce Grove,Copper Sky Lodge,"100 McLaughlin Drive SPRUCE GROVE, Alberta T7X 0N1",Choices In Community Living Inc.,Private,False,True,True,False,False
73,Coronation,Coronation Hospital And Care Centre,"5000 Municipal Road CORONATION, Alberta T0C 1C0",Alberta Health Services,Alberta Health Services,True,False,False,True,False
74,Sherwood Park,Country Cottage Seniors Residence [Chartwell Country Cottage Retirement Residence],"75 Cranford Way, T0J SHERWOOD PARK, Alberta T8H2B9",Chartwell Master Services Care Corporation,Private,False,True,False,False,False
75,Beaumont,Covenant Care Chateau Vitaline,"5018 52 Avenue BEAUMONT, Alberta T4X 1P3",Convenant Care,Voluntary,False,True,True,False,False
76,Blairmore,Crowsnest Pass Health Centre,"2001 107 Street BLAIRMORE, Alberta T0K 0E0",Alberta Health Services,Alberta Health Services,False,False,False,True,True
77,Medicine Hat,Cypress View Foundation [Cypress View],"722 Bassett Crescent  NW MEDICINE HAT, Alberta T1A 7W8",Cypress View Foundation,Voluntary,True,False,False,False,False
78,Devon,Devon General Hospital,"101 Erie Street South DEVON, Alberta T9G 1A6",Alberta Health Services,Alberta Health Services,False,False,False,True,False
79,Edmonton,Devonshire Care Centre,"1808 142 Street NW EDMONTON, Alberta T6R 3H2",Park Place Seniors Living Inc.,Private,False,False,False,False,True
80,Edmonton,Devonshire Manor,"1718 Rabbit Hill Road NW EDMONTON, Alberta T6R 3N6",Devonshire Manor Ltd.,Private,False,True,False,False,False
81,Didsbury,Didsbury District Health Services,"1210 20 Avenue DIDSBURY, Alberta T0M 0W0",Alberta Health Services,Alberta Health Services,False,False,False,True,False
82,Lloydminster,Dr. Cooke Extended Care Centre,"3915 56 Avenue LLOYDMINSTER, Alberta T9V 1N9",Prairie North Regional Health Authority,RHA,False,False,False,True,False
83,Barrhead,Dr. W.R. Keir - Barrhead Continuing Care Centre,"5336 59 Avenue BARRHEAD, Alberta T7N 1L2",Alberta Health Services,Alberta Health Services,False,False,False,False,True
84,Drayton Valley,Drayton Valley Hospital And Care Centre,"4550 Madsen Avenue DRAYTON VALLEY, Alberta T7A 1N8",Alberta Health Services,Alberta Health Services,False,False,False,True,True
85,Drumheller,Drumheller Health Centre,"351 9 Street NW DRUMHELLER, Alberta T0J 0Y1",Alberta Health Services,Alberta Health Services,False,False,False,True,False
86,Myrnam,Eagle View Lodge [Eagle View Lodge And Villa],"4802 49 Avenue MYRNAM, Alberta T0B 3K0",Eagle Hill Foundation,Private,True,False,False,False,False
87,Calgary,Eau Claire Retirement Residence,"301 7 Street SW CALGARY, Alberta T2P 1Y6",Chartwell Seniors Housing REIT,Private,False,True,True,False,False
88,Eckville,Eckville Manor House,"5111 51 Avenue ECKVILLE, Alberta T0M 0X0",Operator: Lacombe Foundation Management Body: The Bethany Group,Voluntary,True,False,False,False,False
89,Calgary,Edgemont Retirement Residence,"80 Edenwold Drive NW CALGARY, Alberta T3A 5R9",Revera Long Term Care Inc.,Private,False,True,False,False,False
90,Lethbridge,Edith Cavell Care Centre,"1255 5 Avenue South LETHBRIDGE, Alberta T1J 0V6",Chantelle Management Ltd.,Private,False,False,False,False,True
91,Edmonton,Edmonton Chinatown Care Centre (DSL),"9539 102A Avenue EDMONTON, Alberta T5H 0G2",Hong Lok Management Services Ltd.,Voluntary,False,True,False,False,False
92,Edmonton,Edmonton General Continuing Care Centre,"11111 Jasper Avenue EDMONTON, Alberta T5K 0L4",Covenant Health,Voluntary,False,False,False,True,False
93,Edmonton,Edmonton People in Need Shelter Society,"10303 96 Street EDMONTON, ALberta T5H2H2",Edmonton People in Need Shelter Society,Voluntary,False,True,False,False,False
94,Edson,Edson Healthcare Centre (DSL) [Edson Continuing Care],"3825 - 6th Avenue EDSON, Alberta T7E0C5",Alberta Health Services,Alberta Health Services,False,True,True,False,False
95,Elk Point,Elk Point Healthcare Centre,"5310 50 Avenue ELK POINT, Alberta T0A 1A0",Alberta Health Services,Alberta Health Services,False,False,False,True,False
96,Elk Point,Elk Point Heritage Lodge [Heritage Lodge],"5338 50 Avenue Box 780 ELK POINT, Alberta T0A 1A0",M.D. Of St. Paul Foundation,Voluntary,True,False,False,False,False
97,Edmonton,Emmanuel Home,"13425 57 Street EDMONTON, Alberta T5A 2G1",Christian Senior Citizens Homes Society of Northern Alberta,Voluntary,False,True,False,False,False
98,Calgary,Evanston Grand Village,"40 Evanston Way NW CALGARY, Alberta T3P 1C5",Golden Life Management Corp.,Private,False,True,True,False,False
99,Athabasca,Extendicare Athabasca,"4517 53 Street ATHABASCA, Alberta T9S 1K4",Extendicare (Canada) Inc.,Private,False,False,False,False,True
100,Bonnyville,Extendicare Bonnyville,"4602 47 Avenue BONNYVILLE, Alberta T9N 2E8",Extendicare (Canada) Inc.,Private,False,False,False,False,True
101,Calgary,Extendicare Cedars Villa,"3330 8 Avenue SW CALGARY, Alberta T3C 0E7",Extendicare (Canada) Inc.,Private,False,False,False,False,True
102,Edmonton,Extendicare Eaux Claires,"16503 95 Street EDMONTON, Alberta T5Z 0G7",Extendicare (Canada) Inc.,Private,False,False,False,False,True
103,Lethbridge,Extendicare Fairmont Park,"115 Fairmont Boulevard South LETHBRIDGE, Alberta T1K 5V2",Extendicare (Canada) Inc.,Private,False,True,True,False,False
104,Fort MacLeod,Extendicare Fort MacLeod,"654 29 Street Box 189 FORT MACLEOD, Alberta T0L 0Z0",Extendicare (Canada) Inc.,Private,False,False,False,False,True
105,Calgary,Extendicare Hillcrest,"1512 8 Avenue NW CALGARY, Alberta T2N 1C1",Extendicare (Canada) Inc.,Private,False,False,False,False,True
106,Edmonton,Extendicare Holyrood [Extendicare Holyrood (South)],"8008 95 Avenue EDMONTON, Alberta T6C 2T1",Extendicare (Canada) Inc.,Private,False,False,False,False,True
107,Leduc,Extendicare Leduc,"4309 50 Street Box 280 LEDUC, Alberta T9E 6K6",Extendicare (Canada) Inc.,Private,False,False,False,False,True
108,Mayerthorpe,Extendicare Mayerthorpe,"4706 54 Street MAYERTHORPE, Alberta T0E 1N0",Extendicare (Canada) Inc.,Private,False,False,False,False,True
109,Red Deer,Extendicare Michener Hill (DSL),"12 Michener Boulevard RED DEER, Alberta T4P 0M1",Extendicare (Canada) Inc.,Private,False,True,False,False,False
110,Red Deer,Extendicare Michener Hill (LTC),"12 Michener Boulevard RED DEER, Alberta T4P 0M1",Extendicare (Canada) Inc.,Private,False,False,False,False,True
111,St Paul,Extendicare St. Paul,"4614 47 Avenue ST. PAUL, Alberta T0A 3A3",Extendicare (Canada) Inc.,Private,False,False,False,False,True
112,Viking,Extendicare Viking,"5020 57 Avenue Box 430 VIKING, Alberta T0B 4N0",Extendicare (Canada) Inc.,Private,False,False,False,False,True
113,Vulcan,Extendicare Vulcan,"715 2 Avenue South VULCAN, Alberta T0L 2B0",Extendicare (Canada) Inc.,Private,False,False,False,False,True
114,Fairview,Fairview Health Complex [Continuing Care Centre],"10628 110 Street FAIRVIEW, Alberta T0H 1L0",Alberta Health Services,Alberta Health Services,False,False,False,True,False
115,Camrose,Faith House,"4832 54 Street CAMROSE, Alberta T4V 2A4",The Bethany Group,Voluntary,True,False,False,False,False
116,Calgary,Father Lacombe Care Centre,"270 Providence Boulevard SE, CALGARY, Alberta T2X0V6",The Father Albert Lacombe Home,Voluntary,False,False,False,False,True
117,St. Albert,Foyer Lacombe,"1 St. Vital Avenue ST. ALBERT, Alberta T8N1K1",Convenant Care,Voluntary,False,False,False,False,True
118,Edmonton,Good Samaritan Society Southgate Care Centre,"4225 107 Street, EDMONTON, Alberta T6J2P1",The Good Samaritan Alberta Health Society (A Lutheran Social Service Organization),Voluntary,False,False,False,False,True
119,Evansburg,Good Samaritan Society Pembina Village,"5225 50 Street Evansburg, Alberta T0E0T0",The Good Samaritan Alberta Health Society (A Lutheran Social Service Organization),Voluntary,False,False,False,False,True
120,Galahad,Galahad Care Centre,"1 Main St GALAHAD, Alberta T0B 1R0",Alberta Health Services,Alberta Health Services,False,False,False,False,True
121,Edmonton,Garneau Hall,"10923 82 Avenue EDMONTON, Alberta T6G 2N9",Unicare Homes Inc.,Private,False,True,True,False,False
122,Smoky Lake,George McDougall - Smoky Lake Healthcare Centre,"4212 55 Avenue SMOKY LAKE, Alberta T0A 3C0",Alberta Health Services,Alberta Health Services,False,False,False,True,False
123,Calgary,Glamorgan Care Centre,"105 Galbraith Drive SW CALGARY, Alberta T3E 4Z5",Travois Holdings Ltd.,Private,False,False,False,False,True
124,Edmonton,Glastonbury Mews,"1585 Glastonbury Boulevard EDMONTON, Alberta T5T 6S8",Glastonbury Village Ltd.,Private,False,True,False,False,False
125,Lethbridge,Golden Acres Lodge,"1615 13 Street North LETHBRIDGE, Alberta T1H 2V2",Green Acres Foundation,Voluntary,True,False,False,False,False
126,Edmonton,Good Samaritan Dr. Gerald Zetter Care Centre,"9649 71 Avenue NW EDMONTON, Alberta T6E 5J2",The Good Samaritan Society (A Lutheran Social Service Organization),Voluntary,False,False,False,True,False
127,Wetaskiwin,Good Samaritan Good Shepherd Lutheran Home,"4702 Northmount Drive WETASKIWIN, Alberta T9A 3T3",The Good Samaritan Society (A Lutheran Social Service Organization),Voluntary,True,True,True,False,False
128,Magrath,Good Samaritan Society Garden Vista,"37 East and 2nd Avenue North MAGRATH, Alberta T0K 1J0",The Good Samaritan Society (A Lutheran Social Service Organization),Voluntary,False,True,True,False,False
129,Stony Plain,Good Samaritan Society George Hennig Place,"4808 57 Avenue STONY PLAIN, Alberta T7Z 2J9",The Good Samaritan Society (A Lutheran Social Service Organization),Voluntary,False,True,False,False,False
130,Taber,Good Samaritan Society Linden View,"4700 64 Avenue TABER, Alberta T1G 0C6",The Good Samaritan Society (A Lutheran Social Service Organization),Voluntary,False,True,True,False,False
131,Edmonton,Good Samaritan Society Millwoods Centre,"101 Youville Drive East EDMONTON, Alberta T6L 7A4",The Good Samaritan Society (A Lutheran Social Service Organization),Voluntary,False,False,False,False,True
132,Lethbridge,Good Samaritan Society Park Meadows Village,"1511 – 15 Avenue N. LETHBRIDGE, Alberta T1H 1W2",The Good Samaritan Society (A Lutheran Social Service Organization),Voluntary,False,True,True,False,False
133,Stony Plain,Good Samaritan Society Stony Plain Care Centre (DSL),"4800 55 Avenue STONY PLAIN, Alberta T7Z 1P9",The Good Samaritan Society (A Lutheran Social Service Organization),Voluntary,False,False,True,False,False
134,Stony Plain,Good Samaritan Society Stony Plain Care Centre (LTC),"4800 55 Avenue STONY PLAIN, Alberta T7Z 1P9",The Good Samaritan Society (A Lutheran Social Service Organization),Voluntary,False,False,False,False,True
135,Pincher Creek,Good Samaritan Society Vista Village,"1240 Ken Thornton Blvd. PINCHER CREEK, Alberta T0K 1W0",The Good Samaritan Society (A Lutheran Social S  e  r vice Organization),Voluntary,True,True,True,False,False
136,Lethbridge,Good Samaritan Society West Highland Centre,"2641 Garry Drive West LETHBRIDGE, Alberta T1J 5A3",The Good Samaritan Society (A Lutheran Social Service Organization),Voluntary,False,True,True,False,False
137,Medicine Hat,Good Samaritan South Ridge Village (DSL),"550 Spruce Way SE MEDICINE HAT, Alberta T1B 4P1",The Good Samaritan Society (A Lutheran Social Service Organization),Voluntary,False,True,True,False,False
138,Medicine Hat,Good Samaritan South Ridge Village (LTC),"550 Spruce Way SE MEDICINE HAT, Alberta T1B 4P1",The Good Samaritan Society (A Lutheran Social Service Organization),Voluntary,False,False,False,False,True
139,Spruce Grove,Good Samaritan Spruce Grove Centre,"415 King Street SPRUCE GROVE, Alberta T7X 3Y8",The Good Samaritan Society (A Lutheran Social Service Organization),Voluntary,False,True,False,False,False
140,Edmonton,Good Samaritan Wedman House [Good Samaritan Society Wedman House (The)],"10525 19 Avenue NW EDMONTON, Alberta T6J 6X9",The Good Samaritan Society (A Lutheran Social Service Organization),Voluntary,False,True,False,False,False
141,Edmonton,Grand Manor,"10766 - 97 Street EDMONTON, Alberta T5H 4R2",Excel Resources Society,Voluntary,False,True,False,False,False
142,Grande Prairie,Grande Prairie Care Centre,"9705 94 Avenue GRANDE PRAIRIE, Alberta T8V3A2",Chantelle Management Ltd.,Private,False,False,False,False,True
143,Grande Prairie,Grande Prairie Care Centre (LTC),"9705 94 Avenue GRANDE PRAIRIE, Alberta T8V3A2",Chantelle Management Ltd.,Private,False,False,False,False,True
144,Grimshaw,Grimshaw/Berwyn And District Community Health Centre,"5621 Wilcox Road GRIMSHAW, Alberta T0H 1W0",Alberta Health Services,Alberta Health Services,False,False,False,True,False
145,Hanna,Hanna Health Centre,"904 Centre Street N, Box 830 HANNA, Alberta T0J 1P0",Alberta Health Services,Alberta Health Services,False,False,False,False,True
146,Edmonton,Hardisty Care Centre,"6420 101 Avenue EDMONTON, Alberta T6A 0H5",Hardisty Care Centre Ltd.,Private,False,False,False,False,True
147,Hardisty,Hardisty Health Centre,"4531 47 Avenue, Box 269 HARDISTY, Alberta T0B1V0",Alberta Health Services,Alberta Health Services,False,False,False,True,False
148,La Crete,Heimstaed Lodge [Heimstaed Seniors Lodge],"9806 105 Street LA CRETE, Alberta T0H 2H0",MacKenzie Housing Management Board,Private,True,True,True,False,False
149,Vegreville,Heritage House,"4570 60 Street VEGREVILLE, Alberta T9C 1X2",Points West Living Heritage House Inc.,Private,False,True,False,False,False
150,High River,High River General Hospital,"560 9 Avenue SW HIGH RIVER, Alberta T1V 1B3",Alberta Health Services,Alberta Health Services,False,False,False,True,False
151,Drumheller,Hillview Lodge,"696 6 Avenue East DRUMHELLER, Alberta T0J 0Y5",Drumheller & District Seniors Foundation,Voluntary,True,False,False,False,False
152,Calgary,Holy Cross Manor [Covenant Care Holy Cross Manor],"70 Evanspark Manor NW CALGARY, Alberta T3P 0N4",Covenant Care,Voluntary,False,True,True,False,False
153,Hythe,Hythe Continuing Care Centre,"10307 100 Street PO Box 100 HYTHE, Alberta T0H 2C0",Alberta Health Services,Alberta Health Services,False,False,False,False,True
154,Innisfail,Innisfail Health Centre,"5023 42 Street INNISFAIL, Alberta T4G 1A9",Alberta Health Services,Alberta Health Services,False,False,False,True,False
155,Calgary,Intercare Brentwood Care Centre,"2727 16 Avenue NW CALGARY, Alberta T2N 3Y6",Intercare Corporate Group Inc.,Private,False,False,False,False,True
156,Calgary,Intercare Chinook Care Centre,"1261 Glenmore Trail SW CALGARY, Alberta T2V 4Y8",Intercare Corporate Group Inc.,Private,False,False,False,False,True
157,Calgary,Intercare Southwood Care Centre,"211 Heritage Drive, SE CALGARY, Alberta T2H 1M9",Intercare Corporate Group Inc.,Private,False,False,False,False,True
158,Islay,Islay Assisted Living,"5016 53  Street ISLAY, Alberta T0B2J0",Alberta Health Services,Alberta Health Services,True,False,False,False,False
159,High Prairie,J.B. Wood Continuing Care Centre,"46206 53 Avenue HIGH PRAIRIE, Alberta T0G1E0",Alberta Health Services,Alberta Health Services,False,False,False,False,True
160,Edmonton,Jasper Place Continuing Care Centre,"8903 168 Street EDMONTON, Alberta T5R 2V6",Revera Long Term Care Inc,Private,False,False,False,False,True
161,Edmonton,Jubilee Lodge Nursing Home,"10333 76 Street EDMONTON, Alberta T6A 3A8",Jubilee Lodge Nursing Home Ltd. [Qualicare Corporation],Private,False,False,False,False,True
162,Edmonton,Kensington Village Continuing Care Centre (LTC),"12603 135 Avenue EDMONTON, Alberta T5L 5B2",Shepherd's Care Foundation,Voluntary,False,False,False,False,True
163,Killam,Killam Health Care Centre,"5203 49 Avenue, Box 40 KILLAM, Alberta T0B 2L0",Covenant Health,Voluntary,False,False,False,True,False
